hogar,sexo,edad,dia_laborable,trabajo_pago,trabajo_domestico_no_pago,voluntariados,estudio_educacion,recreacion,aplicaciones,tareas_cuidados,cuidado_personal,trabajo_pago2,trabajo_domestico_no_pago2,voluntariados2,estudio_educacion2,recreacion2,aplicaciones2,tareas_cuidados2,cuidado_personal2,dia_tipico,rango_etario,nivel_educativo,relacion_parentesco_jefe,tipo_hogar,quintil_ingreso,estado_ocupacional
349_1,Mujer,27,Día no laborable,0.0,1.8,1.5,0.0,10.3,0.5,3.7,13.8,0.0,1.3,0.5,0.0,7.9,0.5,1.8,12.1,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado
350_1,Varon,27,Día laborable,12.6,0.3,0.0,4.4,0.5,0.0,0.0,6.4,12.6,0.3,0.0,4.4,0.4,0.0,0.0,6.3,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
351_1,Varon,27,Día laborable,8.8,0.9,0.0,0.0,2.4,3.2,0.0,10.3,8.8,0.9,0.0,0.0,1.6,3.2,0.0,9.6,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
352_1,Mujer,27,Día laborable,10.3,0.9,0.0,5.6,0.0,0.0,0.0,7.2,10.3,0.9,0.0,5.6,0.0,0.0,0.0,7.2,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
353_1,Varon,27,Día no laborable,0.2,1.4,0.0,6.7,0.0,3.3,0.0,12.4,0.2,1.4,0.0,6.7,0.0,3.3,0.0,12.4,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
354_1,Mujer,27,Día laborable,5.9,1.3,0.0,7.9,4.9,0.0,0.0,5.1,5.7,1.2,0.0,7.8,4.7,0.0,0.0,4.6,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Otro,5to quintil,Ocupado
355_1,Varon,27,Día no laborable,6.0,4.8,0.0,0.0,3.0,2.0,0.0,10.2,6.0,4.8,0.0,0.0,2.0,2.0,0.0,9.3,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
356_1,Varon,27,Día laborable,9.3,0.8,0.0,3.3,2.5,1.0,0.0,9.8,9.3,0.5,0.0,3.3,1.3,1.0,0.0,8.8,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
357_1,Varon,27,Día laborable,9.0,0.0,0.0,0.0,0.0,0.0,2.5,13.5,9.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
358_1,Varon,27,Día laborable,7.0,0.0,0.0,6.3,0.0,0.0,0.0,10.7,7.0,0.0,0.0,6.3,0.0,0.0,0.0,10.7,Día atípico,25-39,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado
359_1,Mujer,27,Día laborable,11.2,0.0,0.0,0.0,4.5,0.3,0.0,10.3,10.8,0.0,0.0,0.0,4.0,0.3,0.0,8.9,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
360_1,Mujer,27,Día laborable,7.0,0.5,0.0,5.3,0.0,3.0,0.0,8.3,7.0,0.5,0.0,5.3,0.0,3.0,0.0,8.3,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
361_1,Mujer,27,Día no laborable,0.0,1.3,0.0,4.0,10.3,1.3,0.0,11.8,0.0,1.3,0.0,4.0,8.1,1.3,0.0,9.3,Día atípico,25-39,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
362_1,Mujer,27,Día no laborable,0.0,0.4,0.0,9.3,5.3,1.0,0.0,9.7,0.0,0.4,0.0,9.3,4.5,1.0,0.0,8.9,Día atípico,25-39,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Desocupado
363_1,Mujer,27,Día no laborable,0.0,1.0,0.0,16.8,1.0,0.0,0.0,6.8,0.0,1.0,0.0,16.5,0.5,0.0,0.0,6.0,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Otro,5to quintil,Inactivo
364_1,Varon,27,Día laborable,8.7,2.5,0.0,0.0,3.8,3.3,0.0,7.4,8.7,2.5,0.0,0.0,3.0,3.3,0.0,6.6,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
365_1,Varon,27,Día no laborable,0.0,3.0,0.0,5.0,2.2,3.8,0.0,10.7,0.0,3.0,0.0,5.0,1.8,3.8,0.0,10.3,Día atípico,25-39,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Ocupado
366_1,Varon,27,Día laborable,9.0,1.5,0.0,0.0,4.8,0.0,0.0,13.0,8.7,1.4,0.0,0.0,2.8,0.0,0.0,11.1,Día atípico,25-39,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado
367_1,Mujer,27,Día no laborable,0.0,0.0,0.0,0.0,10.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0,8.8,0.0,0.0,15.3,Día atípico,25-39,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
368_1,Mujer,27,Día no laborable,0.0,7.5,0.0,0.0,0.0,2.0,9.5,11.5,0.0,6.0,0.0,0.0,0.0,2.0,5.3,10.8,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado
369_1,Varon,27,Día laborable,3.3,0.3,0.0,0.0,7.8,2.0,0.0,10.8,3.3,0.3,0.0,0.0,7.8,2.0,0.0,10.8,Día atípico,25-39,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Desocupado
370_1,Varon,27,Día laborable,7.0,5.5,0.0,0.0,1.0,0.5,0.0,12.8,7.0,3.7,0.0,0.0,0.5,0.5,0.0,12.3,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Otro,5to quintil,Ocupado
371_1,Mujer,27,Día no laborable,0.0,1.7,0.0,0.0,7.5,0.0,10.5,16.8,0.0,0.7,0.0,0.0,3.4,0.0,4.9,15.0,Día atípico,25-39,Secundario incompleto,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado
372_1,Varon,27,Día no laborable,0.0,5.9,0.2,0.0,2.8,6.4,0.0,10.0,0.0,5.6,0.1,0.0,2.2,6.4,0.0,9.8,Día atípico,25-39,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Desocupado
373_1,Mujer,27,Día no laborable,0.0,0.0,0.0,0.0,4.5,6.0,0.0,15.5,0.0,0.0,0.0,0.0,3.5,6.0,0.0,14.5,Día atípico,25-39,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Ocupado
374_1,Mujer,27,Día no laborable,0.0,0.0,0.0,0.0,10.5,0.0,0.0,19.5,0.0,0.0,0.0,0.0,7.5,0.0,0.0,16.5,Día atípico,25-39,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Ocupado
375_1,Mujer,27,Día no laborable,0.0,0.3,0.0,0.0,3.4,0.0,10.3,17.0,0.0,0.3,0.0,0.0,1.5,0.0,7.3,15.0,Día atípico,25-39,Secundario incompleto,Jefe,Nuclear con nucleo incompleto,5to quintil,Desocupado
376_1,Mujer,27,Día no laborable,0.5,5.7,0.0,0.0,3.6,0.0,9.0,12.2,0.5,4.7,0.0,0.0,1.5,0.0,6.1,11.2,Día atípico,25-39,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo
377_1,Mujer,27,Día laborable,5.3,1.5,0.0,0.0,6.0,0.0,0.0,13.3,5.3,0.8,0.0,0.0,4.9,0.0,0.0,13.0,Día atípico,25-39,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
378_1,Varon,27,Día no laborable,0.0,0.2,0.0,0.0,10.3,2.0,0.0,13.5,0.0,0.2,0.0,0.0,9.3,2.0,0.0,12.5,Día atípico,25-39,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
379_1,Mujer,27,Día laborable,10.3,0.7,0.0,0.0,5.2,0.0,0.0,9.0,10.3,0.7,0.0,0.0,4.6,0.0,0.0,8.4,Día atípico,25-39,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado
380_1,Varon,27,Día laborable,7.8,3.1,0.0,0.0,5.8,0.0,0.0,10.9,7.7,1.7,0.0,0.0,4.1,0.0,0.0,10.5,Día atípico,25-39,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado
381_1,Varon,27,Día laborable,9.6,0.9,0.0,1.5,2.1,0.0,0.0,12.0,9.6,0.9,0.0,0.8,1.1,0.0,0.0,11.7,Día atípico,25-39,Superior completo,Otro,Otro,5to quintil,Ocupado
382_1,Varon,27,Día laborable,11.5,0.0,0.0,0.0,4.0,1.0,0.0,9.5,11.5,0.0,0.0,0.0,3.0,1.0,0.0,8.5,Día atípico,25-39,Superior completo,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado
383_1,Varon,27,Día laborable,9.5,1.0,0.0,0.0,3.7,0.0,0.0,9.8,9.5,1.0,0.0,0.0,3.7,0.0,0.0,9.8,Día atípico,25-39,Superior completo,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
384_1,Mujer,27,Día no laborable,0.0,4.0,0.0,0.0,7.0,3.0,0.0,15.0,0.0,3.8,0.0,0.0,4.6,3.0,0.0,12.6,Día atípico,25-39,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
385_1,Mujer,27,Día laborable,13.5,0.3,0.0,0.0,0.0,0.0,0.0,10.3,13.5,0.3,0.0,0.0,0.0,0.0,0.0,10.3,Día atípico,25-39,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
386_1,Mujer,27,Día laborable,6.7,0.0,0.0,0.0,2.0,4.5,0.0,12.8,6.7,0.0,0.0,0.0,1.0,4.5,0.0,11.8,Día atípico,25-39,Superior completo,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado
387_1,Mujer,27,Día no laborable,0.0,0.1,0.0,0.0,13.1,2.0,0.0,12.1,0.0,0.1,0.0,0.0,11.5,2.0,0.0,10.5,Día atípico,25-39,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
388_1,Mujer,27,Día laborable,8.0,2.5,0.0,0.0,7.0,0.0,0.0,12.0,7.5,1.8,0.0,0.0,4.8,0.0,0.0,10.0,Día atípico,25-39,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
389_1,Mujer,27,Día no laborable,0.0,0.2,0.0,0.0,15.3,0.0,0.0,17.2,0.0,0.2,0.0,0.0,11.0,0.0,0.0,12.8,Día atípico,25-39,Superior completo,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
390_1,Varon,27,Día no laborable,0.0,1.5,0.0,8.5,0.0,3.0,0.0,11.0,0.0,1.5,0.0,8.5,0.0,3.0,0.0,11.0,Día atípico,25-39,Superior completo,Otro,Otro,5to quintil,Ocupado
391_1,Mujer,27,Día laborable,8.0,6.8,0.0,0.0,1.0,0.5,0.0,10.3,8.0,5.0,0.0,0.0,0.5,0.5,0.0,10.0,Día atípico,25-39,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado
392_1,Varon,28,Día laborable,9.5,0.7,0.0,0.0,3.0,0.0,0.0,10.8,9.5,0.7,0.0,0.0,3.0,0.0,0.0,10.8,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
392_2,Mujer,22,Día laborable,8.6,0.4,0.0,0.0,4.3,0.0,0.0,15.7,7.6,0.4,0.0,0.0,2.8,0.0,0.0,13.2,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
393_1,Varon,28,Día no laborable,0.0,0.6,0.0,10.8,2.8,1.3,0.0,11.4,0.0,0.6,0.0,9.9,1.4,1.3,0.0,10.9,Día atípico,25-39,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
394_1,Mujer,28,Día no laborable,0.0,2.1,0.0,9.0,1.0,0.7,0.0,12.8,0.0,1.6,0.0,8.5,0.5,0.7,0.0,12.8,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo
395_1,Mujer,28,Día laborable,8.2,0.0,0.0,0.0,4.7,0.0,0.0,11.2,8.2,0.0,0.0,0.0,4.7,0.0,0.0,11.2,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
396_1,Mujer,28,Día no laborable,0.0,3.5,0.0,4.5,3.0,1.5,0.0,12.5,0.0,3.3,0.0,4.5,2.5,1.5,0.0,12.3,Día atípico,25-39,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
397_1,Mujer,28,Día laborable,8.0,0.2,0.0,3.0,3.8,0.0,0.0,11.2,8.0,0.2,0.0,3.0,2.8,0.0,0.0,10.1,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
398_1,Varon,28,Día laborable,6.8,5.3,0.0,0.0,4.0,1.8,0.0,11.4,6.8,3.7,0.0,0.0,1.8,1.8,0.0,9.9,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
399_1,Varon,28,Día laborable,6.5,1.2,0.0,0.0,7.0,0.0,0.0,9.3,6.5,1.2,0.0,0.0,7.0,0.0,0.0,9.3,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
400_1,Varon,28,Día laborable,8.5,0.0,0.0,1.5,3.0,1.0,0.0,13.5,7.8,0.0,0.0,1.5,2.0,1.0,0.0,11.8,Día atípico,25-39,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
401_1,Mujer,28,Día laborable,9.4,3.5,0.0,1.0,0.0,0.0,1.3,9.6,9.4,3.5,0.0,1.0,0.0,0.0,0.9,9.2,Día atípico,25-39,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
402_1,Varon,28,Día laborable,5.0,4.5,0.0,1.0,2.0,2.0,0.0,10.5,5.0,4.5,0.0,1.0,1.5,2.0,0.0,10.0,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
403_1,Varon,28,Día laborable,8.3,1.0,0.0,2.4,3.8,2.9,2.4,7.8,8.3,0.7,0.0,2.4,1.4,2.9,1.1,7.3,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
404_1,Varon,28,Día no laborable,0.0,0.2,0.0,9.3,3.0,1.5,0.0,12.1,0.0,0.2,0.0,9.3,2.0,1.5,0.0,11.1,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
405_1,Mujer,28,Día laborable,12.1,0.0,0.0,1.5,3.8,1.0,0.0,9.4,12.1,0.0,0.0,1.5,1.9,1.0,0.0,7.6,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Otro,5to quintil,Ocupado
406_1,Mujer,28,Día laborable,8.3,0.7,0.0,5.8,1.8,0.5,0.0,8.6,8.3,0.7,0.0,5.8,1.0,0.5,0.0,7.8,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
407_1,Mujer,28,Día laborable,8.1,0.0,0.5,3.9,5.0,0.5,0.0,7.5,8.1,0.0,0.3,3.9,4.3,0.5,0.0,7.0,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
408_1,Varon,28,Día laborable,12.0,1.5,0.0,0.0,1.0,1.5,0.0,8.5,11.8,1.5,0.0,0.0,1.0,1.5,0.0,8.3,Día atípico,25-39,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Ocupado
409_1,Varon,28,Día laborable,9.8,1.0,0.0,0.0,1.8,2.5,0.0,9.3,9.8,1.0,0.0,0.0,1.7,2.5,0.0,9.1,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
410_1,Varon,28,Día no laborable,0.0,0.2,2.0,0.0,3.0,7.5,0.0,12.3,0.0,0.2,2.0,0.0,2.5,7.5,0.0,11.8,Día atípico,25-39,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Inactivo
411_1,Mujer,28,Día laborable,9.5,0.0,0.0,0.0,5.5,0.0,4.0,10.8,9.4,0.0,0.0,0.0,2.9,0.0,1.9,9.8,Día atípico,25-39,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
412_1,Mujer,28,Día laborable,9.8,0.5,0.0,0.0,3.0,1.0,1.0,10.2,9.8,0.5,0.0,0.0,1.8,1.0,1.0,9.9,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado
412_2,Varon,57,Día no laborable,0.0,3.5,0.0,0.0,5.3,3.0,0.0,12.8,0.0,3.5,0.0,0.0,5.0,3.0,0.0,12.5,Día atípico,50-64,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
413_1,Varon,28,Día laborable,5.3,3.6,0.0,0.0,1.5,0.0,4.6,11.0,5.3,3.6,0.0,0.0,0.8,0.0,4.1,10.2,Día atípico,25-39,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
414_1,Mujer,28,Día laborable,7.2,1.0,0.0,0.0,0.0,1.5,5.5,9.0,7.2,1.0,0.0,0.0,0.0,1.5,5.4,8.9,Día atípico,25-39,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
414_2,Mujer,25,Día laborable,6.5,0.3,0.0,0.0,0.0,3.3,4.5,9.3,6.5,0.3,0.0,0.0,0.0,3.3,4.5,9.3,Día atípico,25-39,Secundario incompleto,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado
414_3,Mujer,39,Día laborable,6.7,2.5,0.0,0.0,1.3,1.3,2.5,11.0,6.7,2.5,0.0,0.0,0.7,1.3,2.5,10.3,Día atípico,25-39,Superior completo,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado
415_1,Mujer,28,Día no laborable,0.0,3.3,0.0,0.0,10.0,0.0,13.8,11.0,0.0,1.6,0.0,0.0,4.8,0.0,7.2,10.4,Día atípico,25-39,Secundario incompleto,Conyugue o pareja,Otro,5to quintil,Inactivo
416_1,Mujer,28,Día laborable,4.5,0.2,0.0,0.0,4.5,2.0,0.0,13.8,4.5,0.2,0.0,0.0,4.0,2.0,0.0,13.3,Día atípico,25-39,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
417_1,Varon,28,Día no laborable,0.0,5.2,1.0,0.0,4.0,2.5,0.0,11.3,0.0,5.2,1.0,0.0,4.0,2.5,0.0,11.3,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Desocupado
418_1,Varon,28,Día no laborable,0.0,3.0,0.0,0.0,5.5,4.5,2.0,14.5,0.0,2.5,0.0,0.0,2.8,4.5,1.0,13.3,Día atípico,25-39,Secundario incompleto,Hijo/a - Hijastro/a,Otro,5to quintil,Ocupado
419_1,Mujer,28,Día laborable,11.7,1.4,0.0,0.0,1.7,0.0,1.5,8.8,11.7,1.4,0.0,0.0,1.3,0.0,1.4,8.4,Día atípico,25-39,Secundario incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
420_1,Varon,28,Día laborable,13.0,0.9,0.0,0.0,0.0,1.3,0.0,9.1,12.8,0.9,0.0,0.0,0.0,1.3,0.0,8.9,Día atípico,25-39,Secundario incompleto,Jefe,Unipersonal,5to quintil,Ocupado
421_1,Mujer,28,Día no laborable,0.0,3.3,3.5,0.0,9.3,0.0,0.0,12.2,0.0,1.8,1.8,0.0,8.9,0.0,0.0,11.6,Día atípico,25-39,Secundario incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo
422_1,Varon,28,Día laborable,10.8,0.3,0.0,0.0,2.3,0.0,0.5,12.4,10.8,0.2,0.0,0.0,1.1,0.0,0.3,11.7,Día atípico,25-39,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
422_2,Varon,39,Día laborable,11.6,0.2,0.0,0.0,4.2,0.0,4.5,7.8,11.6,0.2,0.0,0.0,2.1,0.0,2.7,7.5,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
423_1,Varon,28,Día laborable,10.0,0.5,0.0,0.0,2.2,2.0,0.0,9.3,10.0,0.5,0.0,0.0,2.2,2.0,0.0,9.3,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
424_1,Varon,28,Día laborable,4.8,0.0,0.0,0.0,0.0,1.5,0.0,17.7,4.8,0.0,0.0,0.0,0.0,1.5,0.0,17.7,Día atípico,25-39,Secundario incompleto,Otro,Otro,5to quintil,Ocupado
425_1,Mujer,28,Día no laborable,5.5,1.5,0.0,0.0,6.0,1.5,0.0,9.5,5.5,1.5,0.0,0.0,6.0,1.5,0.0,9.5,Día atípico,25-39,Superior completo,Otro,Otro,5to quintil,Ocupado
426_1,Mujer,28,Día laborable,11.2,0.0,0.0,0.0,0.5,1.5,0.0,11.3,11.2,0.0,0.0,0.0,0.3,1.5,0.0,11.1,Día atípico,25-39,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
427_1,Varon,28,Día laborable,6.2,0.0,0.0,0.0,8.0,0.5,0.0,12.3,6.2,0.0,0.0,0.0,6.5,0.5,0.0,10.8,Día atípico,25-39,Superior completo,Jefe,Otro,5to quintil,Ocupado
428_1,Varon,28,Día laborable,8.8,0.2,0.0,0.0,6.0,1.5,0.0,9.0,8.8,0.2,0.0,0.0,5.3,1.5,0.0,8.3,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
429_1,Varon,28,Día no laborable,0.0,0.5,0.0,0.0,4.5,7.5,0.0,13.0,0.0,0.5,0.0,0.0,3.8,7.5,0.0,12.3,Día atípico,25-39,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
430_1,Mujer,28,Día laborable,6.2,2.0,0.0,0.0,7.0,0.0,0.0,10.3,6.2,1.8,0.0,0.0,6.3,0.0,0.0,9.8,Día atípico,25-39,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado
431_1,Mujer,28,Día laborable,9.5,0.7,0.0,0.0,2.7,1.8,0.0,10.6,9.4,0.7,0.0,0.0,2.2,1.8,0.0,10.0,Día atípico,25-39,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado
432_1,Varon,28,Día laborable,8.3,2.6,1.0,0.0,1.5,1.5,0.0,10.7,8.3,2.4,0.9,0.0,0.9,1.5,0.0,10.1,Día atípico,25-39,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado
433_1,Varon,28,Día laborable,8.8,1.0,0.0,0.0,0.0,4.3,0.0,9.9,8.8,1.0,0.0,0.0,0.0,4.3,0.0,9.9,Día atípico,25-39,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado
434_1,Varon,29,Día no laborable,0.0,4.8,0.0,4.6,2.3,0.0,4.7,9.1,0.0,4.8,0.0,4.3,1.9,0.0,4.6,8.5,Día atípico,25-39,Secundario incompleto,Jefe,Otro,5to quintil,Ocupado
435_1,Varon,29,Día no laborable,2.5,2.0,0.0,4.0,2.7,1.5,0.0,13.0,2.5,2.0,0.0,4.0,1.8,1.5,0.0,12.2,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Desocupado
436_1,Mujer,29,Día laborable,8.8,0.9,0.0,0.0,1.0,1.3,0.0,12.6,8.8,0.9,0.0,0.0,0.8,1.3,0.0,12.3,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
437_1,Mujer,29,Día no laborable,0.0,4.2,0.0,6.3,1.2,1.5,9.5,8.0,0.0,3.8,0.0,4.2,0.6,1.5,6.8,7.3,Día atípico,25-39,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Desocupado
438_1,Mujer,29,Día no laborable,0.0,1.6,0.0,0.0,6.3,0.0,14.0,13.2,0.0,0.8,0.0,0.0,2.7,0.0,9.4,11.2,Día atípico,25-39,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo
439_1,Mujer,29,Día laborable,8.5,0.0,0.0,4.0,1.0,1.0,0.0,11.5,8.0,0.0,0.0,4.0,0.5,1.0,0.0,10.5,Día atípico,25-39,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
440_1,Varon,29,Día no laborable,0.0,2.5,0.0,3.0,8.0,1.8,0.0,12.3,0.0,1.8,0.0,2.8,6.5,1.8,0.0,11.3,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Otro,5to quintil,Ocupado
441_1,Varon,29,Día laborable,7.5,1.0,0.0,2.5,2.0,2.0,0.0,9.5,7.5,1.0,0.0,2.5,1.8,2.0,0.0,9.3,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
442_1,Varon,29,Día laborable,5.0,1.3,0.0,7.5,1.0,1.0,0.0,9.2,5.0,1.1,0.0,7.5,0.5,1.0,0.0,8.9,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
442_2,Varon,67,Día no laborable,0.0,9.5,0.0,0.0,2.0,3.5,0.0,10.5,0.0,9.5,0.0,0.0,1.3,3.5,0.0,9.8,Día atípico,65+,Secundario incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
443_1,Varon,29,Día no laborable,0.0,0.5,0.0,5.5,5.3,2.3,0.0,10.6,0.0,0.5,0.0,5.5,5.3,2.3,0.0,10.5,Día atípico,25-39,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
444_1,Mujer,29,Día laborable,9.1,0.5,0.0,0.0,5.3,1.0,0.0,10.2,9.1,0.5,0.0,0.0,4.3,1.0,0.0,9.2,Día atípico,25-39,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado
445_1,Mujer,29,Día no laborable,0.0,8.0,0.0,0.0,5.5,3.5,0.0,11.8,0.0,6.0,0.0,0.0,3.2,3.5,0.0,11.4,Día atípico,25-39,Superior completo,Otro,Otro,5to quintil,Ocupado
446_1,Varon,29,Día laborable,9.7,1.0,0.0,0.0,3.5,1.5,0.0,10.8,9.7,0.8,0.0,0.0,2.3,1.5,0.0,9.8,Día atípico,25-39,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
