hogar,sexo,edad,dia_laborable,trabajo_pago,trabajo_domestico_no_pago,voluntariados,estudio_educacion,recreacion,aplicaciones,tareas_cuidados,cuidado_personal,trabajo_pago2,trabajo_domestico_no_pago2,voluntariados2,estudio_educacion2,recreacion2,aplicaciones2,tareas_cuidados2,cuidado_personal2,dia_tipico,rango_etario,nivel_educativo,relacion_parentesco_jefe,tipo_hogar,quintil_ingreso,estado_ocupacional
251_1,Varon,24,Día no laborable,0.0,4.4,0.0,4.2,5.3,1.0,0.5,12.7,0.0,4.3,0.0,4.2,3.7,1.0,0.5,10.4,Día atípico,14-24,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
252_1,Varon,24,Día no laborable,0.0,0.0,0.0,10.5,1.8,3.3,0.0,10.3,0.0,0.0,0.0,10.5,0.9,3.3,0.0,9.4,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado
253_1,Varon,24,Día laborable,8.7,0.0,0.0,0.0,5.5,1.3,0.0,10.6,8.7,0.0,0.0,0.0,4.5,1.3,0.0,9.6,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado
254_1,Varon,24,Día no laborable,0.0,4.5,0.0,1.7,4.8,1.7,0.0,13.7,0.0,4.5,0.0,1.7,3.6,1.7,0.0,12.6,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo
255_1,Mujer,24,Día no laborable,0.0,0.7,0.0,9.5,0.5,0.0,0.0,13.8,0.0,0.7,0.0,9.5,0.3,0.0,0.0,13.6,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
256_1,Mujer,24,Día laborable,8.8,0.3,0.0,0.0,2.5,1.5,3.3,10.8,8.5,0.1,0.0,0.0,1.8,1.5,2.3,9.8,Día atípico,14-24,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Ocupado
257_1,Mujer,24,Día laborable,7.2,0.5,0.0,4.3,2.5,0.5,0.8,8.3,7.2,0.5,0.0,4.3,2.5,0.5,0.8,8.3,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Otro,5to quintil,Ocupado
257_2,Varon,37,Día laborable,9.7,1.7,0.0,0.0,0.0,2.3,0.0,10.3,9.7,1.7,0.0,0.0,0.0,2.3,0.0,10.3,Día atípico,25-39,Secundario incompleto,Jefe,Unipersonal,5to quintil,Ocupado
258_1,Varon,24,Día laborable,5.2,1.3,0.0,0.0,4.5,0.0,0.0,14.8,5.2,1.1,0.0,0.0,3.6,0.0,0.0,14.2,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
258_2,Varon,24,Día laborable,8.8,0.8,0.0,0.0,6.7,1.0,0.0,9.5,8.8,0.7,0.0,0.0,4.8,1.0,0.0,8.8,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
258_3,Mujer,24,Día laborable,10.5,0.0,0.0,0.0,5.5,0.0,0.0,10.5,10.5,0.0,0.0,0.0,4.3,0.0,0.0,9.3,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
259_1,Varon,24,Día laborable,8.3,1.3,0.0,4.3,0.7,0.0,0.0,9.8,8.3,1.3,0.0,4.3,0.4,0.0,0.0,9.6,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado
260_1,Mujer,24,Día no laborable,0.0,0.0,0.0,4.8,11.5,0.0,0.0,9.8,0.0,0.0,0.0,4.8,10.5,0.0,0.0,8.8,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
261_1,Varon,24,Día laborable,14.1,1.1,0.0,0.0,0.7,1.9,0.0,6.3,14.1,1.1,0.0,0.0,0.7,1.9,0.0,6.3,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
262_1,Varon,24,Día laborable,14.0,0.2,0.0,0.0,1.3,0.0,0.0,9.8,14.0,0.2,0.0,0.0,0.7,0.0,0.0,9.2,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado
263_1,Varon,24,Día laborable,8.8,0.6,0.0,4.6,0.0,1.5,0.0,8.8,8.7,0.6,0.0,4.6,0.0,1.5,0.0,8.7,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
264_1,Mujer,24,Día laborable,9.8,1.3,0.0,4.6,0.0,0.3,0.0,8.3,9.6,1.3,0.0,4.6,0.0,0.3,0.0,8.2,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Otro,5to quintil,Ocupado
265_1,Mujer,24,Día laborable,10.0,0.0,0.0,3.4,2.1,0.0,0.0,9.5,10.0,0.0,0.0,3.4,1.6,0.0,0.0,9.0,Día atípico,14-24,Superior completo,Jefe,Otro,5to quintil,Ocupado
266_1,Varon,24,Día no laborable,0.0,3.8,0.0,0.0,3.5,4.7,0.0,12.0,0.0,3.8,0.0,0.0,3.5,4.7,0.0,12.0,Día atípico,14-24,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado
267_1,Mujer,24,Día no laborable,0.0,1.9,0.0,0.0,4.8,0.0,12.3,10.3,0.0,1.9,0.0,0.0,2.0,0.0,10.1,10.1,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Otro,5to quintil,Desocupado
268_1,Varon,24,Día laborable,9.8,2.1,0.0,0.0,3.6,1.0,2.6,11.2,9.8,0.9,0.0,0.0,1.4,1.0,0.9,10.2,Día atípico,14-24,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
269_1,Varon,24,Día laborable,10.2,1.3,0.0,0.0,0.8,1.5,0.0,10.3,10.2,1.3,0.0,0.0,0.8,1.5,0.0,10.3,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
270_1,Varon,24,Día laborable,11.3,0.0,0.0,0.0,1.5,0.0,3.5,10.5,11.3,0.0,0.0,0.0,0.6,0.0,2.8,9.3,Día atípico,14-24,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
271_1,Mujer,24,Día laborable,6.5,1.3,0.0,0.0,1.8,0.3,1.5,13.4,6.5,1.3,0.0,0.0,1.4,0.3,1.5,13.1,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado
272_1,Varon,24,Día no laborable,0.0,7.5,0.0,0.0,5.0,0.0,0.0,16.5,0.0,6.0,0.0,0.0,2.5,0.0,0.0,15.5,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
273_1,Mujer,24,Día laborable,9.6,0.0,0.0,3.3,0.0,0.0,0.0,11.2,9.6,0.0,0.0,3.3,0.0,0.0,0.0,11.2,Día atípico,14-24,Superior completo,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
274_1,Varon,24,Día laborable,8.5,1.3,0.0,0.0,4.0,1.8,0.0,10.6,8.5,0.9,0.0,0.0,2.9,1.8,0.0,10.0,Día atípico,14-24,Superior completo,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado
275_1,Varon,24,Día laborable,10.8,1.0,0.0,0.0,5.0,0.0,2.5,5.3,10.8,1.0,0.0,0.0,4.8,0.0,2.5,5.0,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
276_1,Mujer,24,Día laborable,4.0,0.9,0.0,0.0,3.0,2.0,0.0,15.1,4.0,0.7,0.0,0.0,2.5,2.0,0.0,14.8,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado
277_1,Mujer,24,Día no laborable,0.0,3.8,0.0,0.0,3.0,1.0,11.0,11.5,0.0,1.8,0.0,0.0,2.5,1.0,8.5,10.3,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
278_1,Varon,24,Día no laborable,0.0,1.5,3.3,0.0,10.0,1.3,0.0,9.0,0.0,1.5,3.3,0.0,9.5,1.3,0.0,8.5,Día atípico,14-24,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado
279_1,Mujer,24,Día no laborable,0.0,0.5,0.0,0.0,1.5,2.0,0.0,20.0,0.0,0.5,0.0,0.0,1.5,2.0,0.0,20.0,Día atípico,14-24,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado
279_2,Mujer,24,Día no laborable,0.0,3.3,2.5,0.0,10.0,0.0,0.0,10.2,0.0,3.3,2.5,0.0,9.0,0.0,0.0,9.2,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
280_1,Varon,25,Día laborable,7.5,0.3,0.0,5.8,2.0,0.0,0.0,10.3,7.2,0.3,0.0,5.6,1.3,0.0,0.0,9.8,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
281_1,Mujer,25,Día no laborable,0.0,0.3,0.0,10.2,1.5,3.0,0.0,10.1,0.0,0.3,0.0,10.2,1.0,3.0,0.0,9.6,Día atípico,25-39,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
282_1,Varon,25,Día laborable,5.0,0.2,0.0,5.0,5.0,2.0,0.0,9.8,5.0,0.2,0.0,5.0,2.5,2.0,0.0,9.3,Día atípico,25-39,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
283_1,Mujer,25,Día no laborable,0.0,2.7,0.0,6.0,2.0,1.5,0.0,11.8,0.0,2.7,0.0,6.0,2.0,1.5,0.0,11.8,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo
284_1,Mujer,25,Día laborable,6.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
285_1,Varon,25,Día no laborable,0.0,0.8,0.0,6.5,5.0,0.0,0.0,12.8,0.0,0.8,0.0,6.5,4.5,0.0,0.0,12.3,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
286_1,Varon,25,Día laborable,7.3,0.7,0.0,0.0,2.7,4.7,0.0,9.7,7.3,0.7,0.0,0.0,2.2,4.7,0.0,9.2,Día atípico,25-39,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
287_1,Mujer,25,Día laborable,7.8,0.0,0.0,6.0,0.0,1.6,0.0,8.9,7.6,0.0,0.0,6.0,0.0,1.6,0.0,8.8,Día atípico,25-39,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado
288_1,Mujer,25,Día no laborable,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,Día atípico,25-39,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
289_1,Varon,25,Día laborable,8.8,0.8,0.0,0.0,3.4,2.3,0.0,11.3,8.8,0.8,0.0,0.0,1.8,2.3,0.0,10.4,Día atípico,25-39,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado
290_1,Varon,25,Día no laborable,0.0,0.9,0.0,4.3,4.8,2.0,0.0,12.9,0.0,0.8,0.0,4.3,4.3,2.0,0.0,12.7,Día atípico,25-39,Superior completo,Jefe,Unipersonal,5to quintil,Inactivo
291_1,Mujer,25,Día no laborable,0.0,2.6,0.0,5.8,3.3,2.3,0.0,10.8,0.0,2.6,0.0,5.8,2.9,2.3,0.0,10.5,Día atípico,25-39,Superior completo,Jefe,Otro,5to quintil,Inactivo
292_1,Mujer,25,Día laborable,5.0,3.0,0.0,0.0,1.2,0.0,3.5,12.3,5.0,3.0,0.0,0.0,0.7,0.0,3.5,11.8,Día atípico,25-39,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Otro,5to quintil,Ocupado
293_1,Mujer,25,Día laborable,8.5,4.0,0.0,0.0,0.0,0.0,0.0,11.5,8.5,4.0,0.0,0.0,0.0,0.0,0.0,11.5,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
294_1,Varon,25,Día no laborable,0.0,0.0,0.0,0.0,4.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,22.0,Día atípico,25-39,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
295_1,Mujer,25,Día no laborable,0.0,4.3,0.0,0.0,2.7,0.0,13.7,12.2,0.0,2.1,0.0,0.0,1.2,0.0,9.6,11.2,Día atípico,25-39,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Desocupado
296_1,Mujer,25,Día no laborable,0.0,2.2,5.0,0.0,0.0,6.8,0.0,10.0,0.0,2.2,5.0,0.0,0.0,6.8,0.0,10.0,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
297_1,Varon,25,Día laborable,9.0,2.8,0.0,0.0,1.8,0.5,0.0,11.8,9.0,2.8,0.0,0.0,0.9,0.5,0.0,10.9,Día atípico,25-39,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Ocupado
298_1,Varon,25,Día no laborable,0.0,4.7,0.0,0.0,9.8,2.5,0.0,14.1,0.0,3.8,0.0,0.0,6.3,2.5,0.0,11.4,Día atípico,25-39,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
298_2,Mujer,18,Día no laborable,0.0,1.3,0.0,0.0,3.0,9.5,0.0,13.2,0.0,0.8,0.0,0.0,1.5,9.5,0.0,12.2,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
299_1,Varon,25,Día laborable,10.0,1.0,0.0,0.0,5.8,0.0,3.0,8.5,10.0,0.7,0.0,0.0,3.7,0.0,1.5,8.2,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
300_1,Mujer,25,Día no laborable,0.0,6.9,0.0,0.0,2.5,0.0,14.0,9.5,0.0,4.5,0.0,0.0,2.5,0.0,8.6,8.4,Día atípico,25-39,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Desocupado
301_1,Mujer,25,Día laborable,5.1,2.8,0.0,0.0,0.0,2.3,5.1,10.3,4.6,2.8,0.0,0.0,0.0,2.3,4.1,10.3,Día atípico,25-39,Secundario completo/Superior incompleto,Conyugue o pareja,Otro,5to quintil,Ocupado
302_1,Mujer,25,Día laborable,10.3,0.5,0.0,0.0,2.2,1.0,0.0,10.7,10.0,0.5,0.0,0.0,2.2,1.0,0.0,10.3,Día atípico,25-39,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado
303_1,Mujer,25,Día no laborable,0.0,5.2,0.0,0.0,3.3,3.0,2.6,12.3,0.0,4.7,0.0,0.0,2.6,3.0,2.1,11.6,Día atípico,25-39,Secundario incompleto,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado
304_1,Mujer,25,Día no laborable,0.0,8.8,0.0,0.0,1.5,2.0,11.5,10.7,0.0,5.3,0.0,0.0,0.5,2.0,6.8,9.4,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado
305_1,Mujer,25,Día laborable,8.5,2.9,0.0,0.0,1.6,2.0,0.0,9.5,8.5,2.9,0.0,0.0,1.3,2.0,0.0,9.3,Día atípico,25-39,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
306_1,Varon,25,Día no laborable,0.0,3.1,0.0,0.0,13.5,1.3,0.0,11.8,0.0,2.1,0.0,0.0,9.7,1.3,0.0,11.0,Día atípico,25-39,Superior completo,Jefe,Otro,5to quintil,Ocupado
307_1,Varon,25,Día laborable,9.7,0.0,0.0,0.0,0.0,0.5,0.0,13.8,9.7,0.0,0.0,0.0,0.0,0.5,0.0,13.8,Día atípico,25-39,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado
308_1,Mujer,25,Día laborable,4.2,4.6,0.0,0.0,4.0,0.0,0.0,12.3,4.2,4.6,0.0,0.0,3.5,0.0,0.0,11.8,Día atípico,25-39,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado
309_1,Mujer,25,Día laborable,6.3,0.8,0.0,0.0,4.5,2.5,0.0,12.8,6.1,0.8,0.0,0.0,3.2,2.5,0.0,11.5,Día atípico,25-39,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado
310_1,Varon,25,Día no laborable,0.0,1.5,0.0,0.0,15.3,0.0,0.0,11.7,0.0,0.7,0.0,0.0,13.3,0.0,0.0,10.1,Día atípico,25-39,Superior completo,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado
311_1,Varon,25,Día laborable,8.0,2.5,0.0,0.0,0.0,4.5,0.0,9.0,8.0,2.5,0.0,0.0,0.0,4.5,0.0,9.0,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
312_1,Mujer,25,Día laborable,8.7,0.0,0.0,3.0,3.5,1.0,0.0,8.8,8.7,0.0,0.0,3.0,3.0,1.0,0.0,8.3,Día atípico,25-39,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado
313_1,Mujer,25,Día laborable,9.2,1.7,0.0,0.0,5.3,0.0,0.0,11.2,9.2,0.9,0.0,0.0,3.7,0.0,0.0,10.3,Día atípico,25-39,Superior completo,Jefe,Otro,5to quintil,Ocupado
314_1,Mujer,25,Día no laborable,0.0,1.5,0.0,0.0,2.0,3.5,0.0,18.0,0.0,1.5,0.0,0.0,1.5,3.5,0.0,17.5,Día atípico,25-39,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado
315_1,Mujer,26,Día no laborable,0.0,1.2,0.0,2.5,7.5,0.0,15.0,10.1,0.0,0.6,0.0,1.8,3.9,0.0,9.6,8.2,Día atípico,25-39,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
316_1,Mujer,26,Día no laborable,0.0,2.5,0.0,6.8,2.0,5.5,0.0,9.3,0.0,2.5,0.0,6.8,1.0,5.5,0.0,8.3,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo
317_1,Varon,26,Día no laborable,0.0,2.3,0.0,0.0,10.5,2.5,0.0,10.7,0.0,1.3,0.0,0.0,10.0,2.5,0.0,10.2,Día atípico,25-39,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
318_1,Varon,26,Día no laborable,0.0,0.0,0.0,0.0,2.0,1.2,0.0,22.8,0.0,0.0,0.0,0.0,1.0,1.2,0.0,21.8,Día atípico,25-39,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Ocupado
319_1,Varon,26,Día no laborable,0.0,0.8,0.0,9.5,1.0,0.0,0.0,13.7,0.0,0.8,0.0,9.5,0.5,0.0,0.0,13.2,Día atípico,25-39,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Inactivo
320_1,Mujer,26,Día laborable,9.1,0.0,0.0,0.0,4.3,2.0,0.0,10.4,9.1,0.0,0.0,0.0,3.4,2.0,0.0,9.6,Día atípico,25-39,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
321_1,Mujer,26,Día no laborable,0.0,1.0,0.5,2.0,12.0,1.0,0.0,15.5,0.0,1.0,0.5,2.0,6.7,1.0,0.0,12.8,Día atípico,25-39,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Desocupado
322_1,Varon,26,Día no laborable,0.0,0.5,0.0,0.0,8.5,3.8,0.0,11.8,0.0,0.5,0.0,0.0,8.3,3.8,0.0,11.5,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Otro,5to quintil,Desocupado
323_1,Varon,26,Día no laborable,0.0,1.0,0.0,0.0,8.8,3.3,0.0,14.5,0.0,0.8,0.0,0.0,7.0,3.3,0.0,13.0,Día atípico,25-39,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado
324_1,Varon,26,Día no laborable,0.0,4.9,0.0,5.5,3.2,3.6,0.0,9.0,0.0,3.2,0.0,5.3,3.2,3.6,0.0,8.8,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
325_1,Mujer,26,Día laborable,6.3,0.0,0.0,5.3,4.3,0.0,0.0,10.5,6.3,0.0,0.0,5.3,3.1,0.0,0.0,9.3,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Otro,5to quintil,Ocupado
326_1,Varon,26,Día no laborable,0.0,7.7,0.0,0.0,4.0,2.0,0.0,11.3,0.0,7.7,0.0,0.0,3.5,2.0,0.0,10.8,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
327_1,Varon,26,Día no laborable,0.0,0.3,0.0,0.0,11.0,2.0,0.0,11.8,0.0,0.3,0.0,0.0,10.5,2.0,0.0,11.3,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
328_1,Mujer,26,Día no laborable,0.0,0.5,5.5,3.5,3.5,0.0,0.0,14.0,0.0,0.5,5.5,3.5,2.0,0.0,0.0,12.5,Día atípico,25-39,Superior completo,Otro,Otro,5to quintil,Ocupado
329_1,Varon,26,Día laborable,10.4,1.3,0.0,0.0,0.9,2.0,0.0,9.4,10.4,1.3,0.0,0.0,0.9,2.0,0.0,9.4,Día atípico,25-39,Secundario incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
330_1,Mujer,26,Día no laborable,0.0,2.5,0.0,0.0,7.0,0.0,11.2,14.5,0.0,1.3,0.0,0.0,3.4,0.0,5.8,13.6,Día atípico,25-39,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Otro,5to quintil,Ocupado
331_1,Varon,26,Día laborable,9.0,1.3,0.0,0.0,1.2,1.0,1.0,11.7,9.0,1.3,0.0,0.0,0.6,1.0,1.0,11.1,Día atípico,25-39,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
332_1,Mujer,26,Día laborable,4.0,0.0,0.0,0.0,0.0,2.8,7.4,9.8,4.0,0.0,0.0,0.0,0.0,2.8,7.4,9.8,Día atípico,25-39,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Otro,5to quintil,Ocupado
333_1,Varon,26,Día laborable,9.8,1.5,0.0,0.0,0.5,3.8,0.0,9.3,9.8,1.1,0.0,0.0,0.3,3.8,0.0,9.0,Día atípico,25-39,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
334_1,Mujer,26,Día laborable,4.0,7.0,1.3,0.0,0.0,0.0,4.5,10.2,3.5,5.8,1.3,0.0,0.0,0.0,4.5,8.9,Día atípico,25-39,Secundario incompleto,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado
335_1,Mujer,26,Día no laborable,0.0,1.7,0.0,0.0,10.5,2.5,0.0,13.8,0.0,0.8,0.0,0.0,8.3,2.5,0.0,12.4,Día atípico,25-39,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
336_1,Mujer,26,Día laborable,8.7,0.3,0.0,0.0,1.0,1.8,0.0,13.2,8.7,0.3,0.0,0.0,0.5,1.8,0.0,12.7,Día atípico,25-39,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado
337_1,Mujer,26,Día no laborable,0.0,3.3,0.0,0.0,5.0,1.5,10.5,14.5,0.0,1.3,0.0,0.0,2.5,1.5,5.6,13.3,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado
338_1,Varon,26,Día laborable,7.8,0.5,0.0,5.0,0.0,1.7,0.0,9.5,7.6,0.5,0.0,5.0,0.0,1.7,0.0,9.3,Día atípico,25-39,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado
339_1,Mujer,26,Día no laborable,0.0,3.3,0.0,0.0,7.0,1.0,0.0,15.7,0.0,3.1,0.0,0.0,5.5,1.0,0.0,14.4,Día atípico,25-39,Superior completo,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
340_1,Mujer,26,Día laborable,9.2,0.2,0.0,0.0,6.7,0.0,0.0,10.5,9.0,0.2,0.0,0.0,5.6,0.0,0.0,9.3,Día atípico,25-39,Superior completo,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado
341_1,Mujer,26,Día no laborable,0.0,3.2,0.0,0.0,8.8,2.5,0.0,10.3,0.0,3.2,0.0,0.0,8.5,2.5,0.0,9.9,Día atípico,25-39,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
342_1,Mujer,26,Día no laborable,0.0,2.6,0.0,0.0,9.3,0.0,10.4,16.1,0.0,2.0,0.0,0.0,4.0,0.0,5.3,12.8,Día atípico,25-39,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
343_1,Varon,26,Día laborable,4.5,0.5,0.0,0.0,4.5,3.0,0.0,13.0,4.5,0.5,0.0,0.0,3.8,3.0,0.0,12.3,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Otro,5to quintil,Ocupado
344_1,Mujer,26,Día laborable,9.5,3.5,4.0,0.0,0.0,1.0,0.0,7.3,9.2,3.0,3.9,0.0,0.0,1.0,0.0,6.9,Día atípico,25-39,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
345_1,Mujer,26,Día laborable,9.3,1.0,0.0,0.0,0.0,0.5,1.3,12.5,9.0,1.0,0.0,0.0,0.0,0.5,1.3,12.3,Día atípico,25-39,Superior completo,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado
346_1,Mujer,26,Día laborable,8.5,0.9,0.0,0.0,6.3,0.0,0.0,10.2,8.2,0.8,0.0,0.0,5.6,0.0,0.0,9.5,Día atípico,25-39,Superior completo,Otro,Otro,5to quintil,Ocupado
347_1,Mujer,26,Día no laborable,0.0,1.6,0.0,0.0,14.8,2.8,0.0,10.8,0.0,1.2,0.0,0.0,11.8,2.8,0.0,8.2,Día atípico,25-39,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
348_1,Mujer,26,Día laborable,13.5,0.5,0.0,0.0,1.0,1.5,0.0,8.5,13.5,0.5,0.0,0.0,0.5,1.5,0.0,8.0,Día atípico,25-39,Superior completo,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
